Fighter_Name,Stance,DOB,Wins,Losses,Draws,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,Height_in,Reach_in,Weight_lbs,Ape_Index,Weight_Class
Thiago Tavares,Orthodox,1984-11-08,21,7,1,2.0,0.4,2.31,0.62,3.83,0.42,0.62,1.5,67,70.0,145.0,3.0,Featherweight
Brad Tavares,Orthodox,1987-12-21,21,12,0,3.42,0.43,3.36,0.54,0.73,0.26,0.81,0.0,73,74.0,185.0,1.0,Middleweight
Ramon Taveras,Southpaw,1994-01-09,10,4,0,4.07,0.43,6.45,0.54,0.0,0.0,0.72,0.0,68,70.0,145.0,2.0,Featherweight
Paul Taylor,Orthodox,1979-12-15,11,6,1,4.44,0.47,4.47,0.55,0.27,0.25,0.56,0.5,72,72.0,155.0,0.0,Lightweight
Jesse Taylor,Orthodox,1983-01-02,31,15,0,1.94,0.65,0.55,0.38,7.28,0.5,1.0,3.1,72,73.0,170.0,1.0,Welterweight
Danielle Taylor,Orthodox,1989-10-25,9,4,0,2.75,0.29,3.31,0.71,0.2,0.2,0.7,0.2,60,60.0,115.0,0.0,Flyweight
James Te Huna,Orthodox,1981-09-29,16,9,0,4.04,0.51,2.99,0.62,2.75,0.37,0.58,0.2,74,75.0,185.0,1.0,Middleweight
Cam Teague,Orthodox,1998-02-13,9,2,0,5.7,0.28,18.44,0.32,0.0,0.0,0.0,0.0,70,69.0,145.0,-1.0,Featherweight
Glover Teixeira,Orthodox,1979-10-28,33,9,0,3.73,0.49,4.43,0.51,2.11,0.33,0.6,0.9,74,76.0,205.0,2.0,Light Heavyweight
Tallison Teixeira,Orthodox,1999-12-07,9,1,0,5.02,0.64,3.86,0.42,2.48,0.3,0.0,0.0,79,83.0,258.0,4.0,Heavyweight
Ramazan Temirov,Orthodox,1997-01-31,19,3,0,4.37,0.4,3.93,0.59,0.84,0.5,1.0,0.0,64,63.0,125.0,-1.0,Flyweight
Taneisha Tennant,Orthodox,1989-06-15,5,1,0,5.67,0.55,3.4,0.71,0.0,0.0,1.0,0.0,67,70.0,145.0,3.0,Featherweight
David Teymur,Southpaw,1989-05-01,8,2,0,4.69,0.43,3.53,0.55,0.94,0.33,0.77,0.0,69,73.0,155.0,4.0,Lightweight
Daniel Teymur,Orthodox,1988-02-03,7,4,0,3.08,0.46,3.93,0.56,0.56,0.18,0.6,0.3,65,69.0,145.0,4.0,Featherweight
Alexia Thainara,Orthodox,1995-11-20,13,1,0,4.52,0.4,2.46,0.65,3.91,0.6,1.0,1.7,64,67.0,115.0,3.0,Flyweight
Brandon Thatch,Switch,1985-07-11,11,5,0,2.7,0.42,3.63,0.52,1.36,0.66,0.5,0.7,74,74.0,170.0,0.0,Welterweight
Elias Theodorou,Orthodox,1988-05-31,16,3,0,4.19,0.42,2.39,0.53,1.27,0.28,0.59,0.0,73,75.0,185.0,2.0,Middleweight
Paulo Thiago,Orthodox,1981-01-25,18,9,0,1.71,0.39,1.99,0.63,1.42,0.31,0.63,1.2,71,74.0,170.0,3.0,Welterweight
Colby Thicknesse,Orthodox,1999-06-23,8,1,0,3.33,0.42,2.8,0.5,1.0,0.09,0.5,0.5,67,69.0,135.0,2.0,Bantamweight
Nick Thompson,Orthodox,1981-06-23,38,14,1,1.87,0.42,1.8,0.49,1.06,1.0,0.35,2.6,73,74.0,170.0,1.0,Welterweight
Oli Thompson,Orthodox,1980-01-02,17,10,0,1.66,0.46,5.31,0.46,0.0,0.0,0.5,0.5,73,75.0,242.0,2.0,Heavyweight
Stephen Thompson,Orthodox,1983-02-11,17,9,1,4.05,0.46,3.0,0.54,0.23,0.35,0.63,0.0,72,75.0,170.0,3.0,Welterweight
Josh Thomson,Orthodox,1978-09-21,22,9,0,2.59,0.47,2.12,0.64,1.92,0.39,0.54,1.3,70,71.0,155.0,1.0,Lightweight
Isaac Thomson,Orthodox,2002-05-03,9,3,0,1.4,0.44,2.2,0.42,4.0,0.8,0.33,0.0,70,69.0,145.0,-1.0,Featherweight
Simeon Thoresen,Orthodox,1984-03-14,17,6,1,3.85,0.43,3.85,0.64,1.12,0.4,0.5,1.7,73,79.0,170.0,6.0,Welterweight
Gleison Tibau,Southpaw,1983-10-07,33,14,0,1.95,0.31,2.51,0.63,4.08,0.53,0.92,0.8,70,71.0,155.0,1.0,Lightweight
Darren Till,Southpaw,1992-12-24,18,5,1,2.3,0.46,3.31,0.56,0.55,0.46,0.69,0.0,72,74.0,185.0,2.0,Middleweight
Rio Tirto,Switch,2000-02-09,8,1,0,0.0,0.0,2.11,0.69,0.0,0.0,0.0,0.0,64,66.0,125.0,2.0,Flyweight
Denis Tiuliulin,Orthodox,1988-05-17,10,10,0,3.61,0.41,5.23,0.38,0.96,0.42,0.72,0.0,73,77.0,185.0,4.0,Middleweight
Rafael Tobias,Orthodox,2003-03-20,14,2,0,2.77,0.36,5.81,0.35,2.4,0.33,1.0,1.6,74,74.0,205.0,0.0,Light Heavyweight
Dusko Todorovic,Orthodox,1994-05-19,13,6,0,4.73,0.57,4.4,0.48,1.77,0.21,0.42,0.3,73,74.0,185.0,1.0,Middleweight
Tuco Tokkos,Orthodox,1990-06-30,11,5,0,2.12,0.4,4.27,0.46,4.21,0.47,0.33,0.5,76,76.0,205.0,0.0,Light Heavyweight
Kazuki Tokudome,Southpaw,1987-03-04,18,7,1,2.26,0.41,3.63,0.53,2.0,0.38,0.78,0.0,71,73.0,155.0,2.0,Lightweight
Puja Tomar,Southpaw,1993-12-05,9,5,0,5.61,0.48,5.82,0.46,0.0,0.0,1.0,0.0,64,59.0,115.0,-5.0,Flyweight
Tyler Toner,Orthodox,1983-03-31,15,7,0,2.95,0.52,2.13,0.62,0.0,0.0,0.54,0.4,68,70.0,145.0,2.0,Featherweight
Ilia Topuria,Orthodox,1997-01-21,17,0,0,4.81,0.48,3.83,0.64,1.96,0.61,0.93,1.1,67,69.0,155.0,2.0,Lightweight
Aleksandre Topuria,Orthodox,1996-01-28,7,1,0,2.93,0.55,2.57,0.68,1.5,0.33,1.0,0.0,67,68.0,135.0,1.0,Bantamweight
Miguel Torres,Orthodox,1981-01-18,44,9,0,3.98,0.43,1.86,0.74,0.0,0.0,0.17,1.6,69,76.0,135.0,7.0,Bantamweight
Jose Torres,Orthodox,1992-08-02,8,1,0,4.37,0.36,9.84,0.5,1.28,0.33,0.75,0.0,64,65.0,125.0,1.0,Flyweight
Desmond Torres,Orthodox,1997-01-06,7,2,0,4.8,0.64,11.78,0.48,0.0,0.0,1.0,0.0,66,69.0,135.0,3.0,Bantamweight
Manuel Torres,Switch,1995-03-25,17,3,0,7.29,0.59,4.08,0.54,1.72,0.66,0.9,0.9,70,73.0,155.0,3.0,Lightweight
Justice Torres,Southpaw,1997-10-19,12,4,0,0.79,0.22,8.29,0.53,5.92,0.5,0.0,0.0,67,66.0,145.0,-1.0,Featherweight
Eduardo Torres Caut,Orthodox,1995-04-26,16,2,0,1.1,0.34,1.24,0.65,2.06,0.33,0.5,0.0,67,70.0,135.0,3.0,Bantamweight
Salim Touahri,Orthodox,1989-09-28,10,4,0,2.6,0.46,2.87,0.58,0.0,0.0,0.83,0.0,70,72.0,170.0,2.0,Welterweight
Dequan Townsend,Orthodox,1986-05-11,21,12,0,1.23,0.34,3.92,0.38,0.0,0.0,0.46,0.0,75,79.0,205.0,4.0,Light Heavyweight
Francisco Trevino,Orthodox,1981-12-17,13,3,0,2.65,0.42,2.42,0.64,0.97,0.22,0.41,0.0,69,70.0,155.0,1.0,Lightweight
Frank Trigg,Southpaw,1972-05-07,21,9,0,2.79,0.46,1.9,0.56,2.35,0.47,0.75,0.8,69,71.0,170.0,2.0,Welterweight
Francisco Trinaldo,Southpaw,1978-08-24,28,9,0,3.13,0.45,2.67,0.6,0.98,0.42,0.6,0.5,69,70.0,170.0,1.0,Welterweight
Michael Trizano,Orthodox,1991-12-31,11,3,0,3.63,0.53,4.4,0.5,0.36,0.66,0.72,0.5,71,71.0,145.0,0.0,Featherweight
Antonio Trocoli,Orthodox,1990-12-06,12,6,0,1.37,0.5,5.55,0.24,0.79,0.1,0.33,0.8,77,80.0,185.0,3.0,Middleweight
Abel Trujillo,Orthodox,1983-09-18,15,8,0,2.65,0.41,2.31,0.59,2.18,0.45,0.4,0.4,68,70.0,155.0,2.0,Lightweight
Arman Tsarukyan,Orthodox,1996-10-11,23,3,0,3.85,0.5,1.8,0.54,3.26,0.37,0.75,0.1,67,72.0,155.0,5.0,Lightweight
Rei Tsuruya,Orthodox,2002-06-22,10,1,0,2.24,0.52,2.01,0.42,5.06,0.37,0.5,1.9,66,68.0,125.0,2.0,Flyweight
Chris Tuchscherer,Orthodox,1975-09-08,21,4,0,1.35,0.31,3.17,0.47,1.19,0.18,0.0,0.6,74,76.0,258.0,2.0,Heavyweight
Jon Tuck,Orthodox,1984-08-28,10,5,0,3.0,0.4,3.74,0.6,0.42,0.33,0.5,1.0,71,73.0,155.0,2.0,Lightweight
Gavin Tucker,Southpaw,1986-06-17,13,3,0,4.29,0.44,4.18,0.57,3.13,0.44,0.53,1.5,66,66.0,145.0,0.0,Featherweight
Tai Tuivasa,Southpaw,1993-03-16,15,9,0,3.66,0.48,4.97,0.43,0.0,0.0,0.6,0.0,74,75.0,264.0,1.0,Heavyweight
Zubaira Tukhugov,Orthodox,1991-01-15,20,6,1,3.17,0.39,3.07,0.63,2.13,0.39,1.0,0.0,68,68.0,155.0,0.0,Lightweight
Marco Tulio,Orthodox,1994-06-13,14,2,0,6.69,0.58,2.58,0.59,1.42,0.26,0.0,0.3,72,74.0,185.0,2.0,Middleweight
Nyamjargal Tumendemberel,Orthodox,1998-03-22,10,1,0,2.72,0.42,2.47,0.53,3.37,0.5,0.56,2.1,67,71.0,125.0,4.0,Flyweight
Albert Tumenov,Orthodox,1991-12-26,18,4,0,3.76,0.42,3.34,0.58,0.2,0.2,0.75,0.0,71,73.0,170.0,2.0,Welterweight
Ricky Turcios,Orthodox,1993-06-05,13,6,0,4.68,0.39,3.84,0.51,0.85,0.17,0.44,0.3,69,71.0,145.0,2.0,Featherweight
Anton Turkalj,Orthodox,1996-06-10,8,4,0,2.45,0.42,3.42,0.54,4.98,0.41,0.16,0.0,76,78.0,205.0,2.0,Light Heavyweight
Wellington Turman,Orthodox,1996-07-22,18,8,0,3.23,0.51,4.17,0.45,1.55,0.2,0.42,0.8,72,72.0,170.0,0.0,Welterweight
Jalin Turner,Southpaw,1995-05-18,15,9,0,5.79,0.48,4.54,0.41,0.75,0.55,0.75,1.1,75,77.0,155.0,2.0,Lightweight
Marcin Tybura,Orthodox,1985-11-09,27,10,0,3.59,0.48,3.33,0.55,1.38,0.33,0.75,0.1,75,78.0,246.0,3.0,Heavyweight
Raphael Uchegbu,Orthodox,1995-08-16,10,2,0,2.46,0.48,2.85,0.5,1.48,0.16,0.0,0.0,69,73.0,135.0,4.0,Bantamweight
Takeru Uchida,Southpaw,2002-09-30,6,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,65,68.0,125.0,3.0,Flyweight
Tagir Ulanbekov,Southpaw,1991-08-07,17,3,0,3.01,0.48,3.44,0.5,2.73,0.39,0.63,1.5,67,70.0,125.0,3.0,Flyweight
Carlos Ulberg,Orthodox,1990-11-07,14,1,0,6.54,0.55,4.04,0.51,0.55,0.6,0.85,0.2,76,77.0,205.0,1.0,Light Heavyweight
Gasan Umalatov,Orthodox,1982-09-11,17,4,2,2.23,0.39,4.1,0.59,0.75,0.17,0.9,0.0,71,71.0,170.0,0.0,Welterweight
Caol Uno,Southpaw,1975-05-08,33,19,5,1.91,0.49,1.9,0.5,1.95,0.31,0.37,0.5,67,70.0,155.0,3.0,Lightweight
Logan Urban,Orthodox,1994-04-22,5,1,0,2.55,0.66,16.6,0.27,0.0,0.0,0.0,0.0,72,72.0,170.0,0.0,Welterweight
Hector Urbina,Orthodox,1987-09-17,17,10,1,0.97,0.38,2.44,0.39,0.0,0.0,0.38,3.8,71,73.0,170.0,2.0,Welterweight
Elias Urbina,Southpaw,1993-10-09,3,1,0,3.85,0.37,6.17,0.5,0.0,0.0,0.0,0.0,75,77.0,185.0,2.0,Middleweight
Gilbert Urbina,Orthodox,1996-04-05,7,5,0,5.57,0.56,4.62,0.44,2.86,0.44,0.0,0.7,75,75.0,170.0,0.0,Welterweight
Guilherme Uriel,Orthodox,1997-02-18,6,2,0,1.15,0.43,4.43,0.22,0.0,0.0,0.53,0.0,73,74.0,265.0,1.0,Heavyweight
Nick Urso,Southpaw,1985-09-26,10,3,0,3.61,0.45,5.06,0.36,0.0,0.0,0.0,0.0,66,66.0,125.0,0.0,Flyweight
Sho Patrick Usami,Orthodox,2000-05-08,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,70.0,155.0,1.0,Lightweight
Kamaru Usman,Switch,1987-05-11,21,4,0,4.16,0.51,2.67,0.55,2.79,0.44,0.89,0.1,72,76.0,170.0,4.0,Welterweight
Mohammed Usman,Orthodox,1989-04-01,12,4,0,3.85,0.39,4.27,0.51,0.56,0.14,0.66,0.0,74,79.0,239.0,5.0,Heavyweight
Darren Uyenoyama,Orthodox,1979-10-15,10,6,0,1.34,0.39,2.21,0.66,1.42,0.33,0.35,0.7,66,65.0,125.0,-1.0,Flyweight
Richie Vaculik,Orthodox,1983-06-19,10,4,0,3.69,0.46,4.09,0.57,3.0,0.45,0.31,1.0,66,69.0,125.0,3.0,Flyweight
Rashid Vagabov,Orthodox,1998-06-27,14,2,0,1.87,0.38,0.93,0.67,3.0,0.5,1.0,3.0,67,63.0,125.0,-4.0,Flyweight
Artem Vakhitov,Orthodox,1991-04-04,3,1,0,3.88,0.85,0.68,0.8,0.0,0.0,1.0,0.0,73,75.0,205.0,2.0,Light Heavyweight
Genaro Valdez,Orthodox,1992-01-16,10,3,0,4.08,0.3,7.16,0.48,1.54,0.44,0.36,0.4,69,72.0,155.0,3.0,Lightweight
Charlie Valencia,Orthodox,1974-10-31,12,7,0,2.58,0.37,2.61,0.77,1.4,0.53,0.75,0.5,63,64.0,135.0,1.0,Bantamweight
Robert Valentin,Orthodox,1995-03-31,11,6,0,1.13,0.56,2.83,0.32,0.0,0.0,0.55,1.3,74,77.0,185.0,3.0,Middleweight
Ivan Valenzuela,Orthodox,1992-11-17,8,2,0,0.0,0.0,9.6,0.33,0.0,0.0,0.0,0.0,74,77.0,185.0,3.0,Middleweight
Victor Valenzuela,Orthodox,1994-02-09,12,4,0,3.36,0.33,8.4,0.48,0.0,0.0,0.0,0.0,69,71.0,170.0,2.0,Welterweight
Timur Valiev,Orthodox,1990-01-19,18,3,0,5.19,0.53,3.33,0.45,1.73,0.4,0.55,0.3,66,67.0,135.0,1.0,Bantamweight
Kevin Vallejos,Switch,2001-12-08,17,1,0,5.78,0.46,4.71,0.56,0.71,0.28,0.83,0.0,67,68.0,145.0,1.0,Featherweight
Isaac Vallie-Flagg,Orthodox,1978-04-08,16,7,1,5.56,0.47,5.6,0.45,0.2,0.12,0.58,0.0,68,70.0,155.0,2.0,Lightweight
Joshua Van,Orthodox,2001-10-10,16,2,0,8.84,0.56,6.39,0.57,0.84,0.63,0.81,0.0,65,65.0,125.0,0.0,Flyweight
Cameron VanCamp,Switch,1993-04-27,15,7,1,5.31,0.47,6.41,0.4,0.0,0.0,0.0,0.0,74,74.0,155.0,0.0,Lightweight
Jared Vanderaa,Orthodox,1992-05-12,12,10,0,4.96,0.44,5.67,0.45,0.18,0.5,0.2,0.0,76,80.0,265.0,4.0,Heavyweight
Austin Vanderford,Orthodox,1990-03-21,13,3,0,3.04,0.59,2.71,0.48,3.08,0.35,1.0,1.2,71,74.0,170.0,3.0,Welterweight
Lando Vannata,Orthodox,1992-03-14,12,7,2,4.52,0.45,4.76,0.55,1.09,0.37,0.69,0.3,69,71.0,155.0,2.0,Lightweight
Paige VanZant,Orthodox,1994-03-26,8,5,0,3.35,0.52,2.62,0.42,1.27,0.33,0.34,1.0,64,65.0,115.0,1.0,Flyweight
Kazula Vargas,Southpaw,1985-08-15,12,5,0,3.65,0.53,1.77,0.57,0.4,0.25,0.3,0.4,68,71.0,155.0,3.0,Lightweight
Jamie Varner,Orthodox,1984-10-12,21,11,1,2.92,0.34,2.55,0.58,3.49,0.53,0.66,0.8,68,71.0,155.0,3.0,Lightweight
Javier Vazquez,Southpaw,1977-07-16,16,5,0,2.43,0.36,1.99,0.72,2.56,0.52,0.57,1.5,67,69.0,145.0,2.0,Featherweight
Manny Vazquez,Orthodox,1993-11-19,11,2,0,1.47,0.41,2.67,0.48,1.0,0.33,0.0,1.0,70,72.0,125.0,2.0,Flyweight
Gianni Vazquez,Orthodox,1994-07-17,13,5,1,1.6,0.22,3.93,0.39,0.0,0.0,0.62,2.0,67,71.0,135.0,4.0,Bantamweight
Greg Velasco,Southpaw,1993-09-23,6,1,0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,74,70.0,265.0,-4.0,Heavyweight
Cain Velasquez,Orthodox,1982-07-28,14,3,0,6.37,0.57,2.33,0.57,5.13,0.45,0.85,0.4,73,77.0,240.0,4.0,Heavyweight
Bojan Velickovic,Southpaw,1988-12-18,15,6,1,2.18,0.34,2.31,0.57,0.67,0.25,0.55,0.5,72,76.0,170.0,4.0,Welterweight
Karlos Vemola,Orthodox,1985-07-03,17,5,0,1.67,0.44,2.13,0.37,1.93,0.25,0.31,1.7,72,75.0,185.0,3.0,Middleweight
Luigi Vendramini,Orthodox,1996-01-16,9,3,0,2.82,0.4,3.82,0.57,1.11,0.15,1.0,0.6,68,73.0,155.0,5.0,Lightweight
Brandon Vera,Orthodox,1977-10-10,15,7,0,3.03,0.56,2.81,0.52,0.7,0.53,0.59,0.2,75,78.0,230.0,3.0,Heavyweight
Marlon Vera,Switch,1992-12-02,23,12,1,4.18,0.47,5.34,0.5,0.47,0.39,0.71,0.8,68,70.0,135.0,2.0,Bantamweight
Carlos Vera,Orthodox,1987-11-05,12,4,0,1.53,0.57,2.79,0.49,0.0,0.0,0.25,1.6,66,69.0,135.0,3.0,Bantamweight
Isis Verbeek,Orthodox,1995-01-12,5,2,0,3.13,0.43,3.53,0.53,0.0,0.0,0.66,0.0,64,64.0,115.0,0.0,Flyweight
Nikolay Veretennikov,Orthodox,1989-12-22,14,7,0,2.69,0.56,3.3,0.45,0.42,0.16,0.62,0.4,73,74.0,170.0,1.0,Welterweight
CJ Vergara,Orthodox,1991-06-18,12,7,1,5.02,0.56,4.69,0.53,0.0,0.0,0.6,0.2,66,68.0,125.0,2.0,Flyweight
Marvin Vettori,Southpaw,1993-09-20,19,10,1,4.74,0.45,4.55,0.56,1.41,0.43,0.68,0.4,72,74.0,185.0,2.0,Middleweight
Hugo Viana,Orthodox,1982-09-26,8,4,0,3.05,0.38,3.2,0.57,0.22,0.06,0.5,0.0,66,67.0,135.0,1.0,Bantamweight
Polyana Viana,Orthodox,1992-06-14,13,8,0,2.74,0.4,2.5,0.53,0.75,0.33,0.35,1.7,65,67.0,115.0,2.0,Flyweight
James Vick,Orthodox,1987-02-23,13,5,0,4.13,0.39,3.31,0.6,0.26,0.33,0.57,0.7,75,76.0,155.0,1.0,Lightweight
Tamires Vidal,Orthodox,1998-07-27,7,4,0,2.91,0.53,4.46,0.49,0.0,0.0,0.35,0.7,66,68.0,135.0,2.0,Bantamweight
Freddy Vidal,Orthodox,1994-05-06,4,1,0,2.7,0.66,2.65,0.26,0.0,0.0,0.6,0.8,75,80.0,205.0,5.0,Light Heavyweight
Reginaldo Vieira,Orthodox,1982-11-26,13,5,0,3.76,0.4,2.89,0.59,1.97,0.27,0.25,0.8,67,65.0,135.0,-2.0,Bantamweight
Ketlen Vieira,Orthodox,1991-08-26,15,5,0,2.76,0.4,3.75,0.5,1.33,0.44,0.9,0.6,68,68.0,135.0,0.0,Bantamweight
Rodolfo Vieira,Orthodox,1989-09-25,11,4,0,3.55,0.53,4.38,0.49,2.7,0.21,0.75,0.9,72,73.0,185.0,1.0,Middleweight
Gian Villante,Orthodox,1985-08-18,17,14,0,4.38,0.44,5.47,0.55,0.45,0.23,0.83,0.0,75,76.0,230.0,1.0,Heavyweight
Ike Villanueva,Orthodox,1984-04-04,18,14,0,3.66,0.38,7.24,0.36,0.6,0.5,1.0,0.0,73,73.0,205.0,0.0,Light Heavyweight
Armando Villarreal,Southpaw,1989-08-08,5,2,0,3.23,0.55,4.3,0.52,3.23,0.25,0.0,0.0,67,66.0,135.0,-1.0,Bantamweight
Yuri Villefort,Orthodox,1991-03-23,10,5,0,3.18,0.43,5.42,0.55,2.0,0.35,0.4,0.3,72,73.0,170.0,1.0,Welterweight
Tre'ston Vines,Orthodox,1996-06-18,10,4,0,0.0,0.0,3.56,0.5,0.0,0.0,0.0,0.0,73,79.0,185.0,6.0,Middleweight
Brandon Visher,Orthodox,1984-05-06,13,3,0,2.55,0.45,3.76,0.42,0.67,0.2,0.0,0.0,66,68.0,135.0,2.0,Bantamweight
Cheyanne Vlismas,Switch,1995-06-25,7,3,0,4.93,0.5,2.57,0.64,0.25,0.33,0.66,0.2,63,63.0,115.0,0.0,Flyweight
Bobby Voelker,Orthodox,1979-04-26,19,13,0,4.01,0.35,5.84,0.42,1.04,0.5,0.66,0.0,72,74.0,170.0,2.0,Welterweight
Mateo Vogel,Orthodox,1996-03-05,8,3,0,4.47,0.46,2.87,0.65,1.0,0.16,0.0,0.0,68,71.0,145.0,3.0,Featherweight
Danylo Voievodkin,Southpaw,2000-07-19,7,0,0,9.86,0.46,0.0,1.0,0.0,0.0,0.0,12.3,76,78.0,265.0,2.0,Heavyweight
Alexander Volkanovski,Orthodox,1988-09-29,28,4,0,5.99,0.57,3.31,0.58,1.63,0.34,0.68,0.2,66,71.0,145.0,5.0,Featherweight
Jacob Volkmann,Southpaw,1980-09-05,19,7,0,1.19,0.34,1.78,0.52,3.19,0.48,0.52,2.0,69,71.0,155.0,2.0,Lightweight
Alexander Volkov,Orthodox,1988-10-24,39,11,0,4.78,0.57,2.86,0.53,0.57,0.66,0.68,0.2,79,80.0,261.0,1.0,Heavyweight
Mark Vologdin,Orthodox,2000-04-18,12,4,1,7.8,0.52,11.0,0.34,0.0,0.0,0.57,0.0,63,65.0,135.0,2.0,Bantamweight
Jordan Vucenic,Orthodox,1996-03-02,13,4,0,2.11,0.45,1.9,0.58,0.63,0.14,0.44,0.0,70,73.0,155.0,3.0,Lightweight
Chris Wade,Orthodox,1987-09-30,12,3,0,1.7,0.53,1.75,0.51,2.6,0.51,0.55,1.1,70,70.0,155.0,0.0,Lightweight
TJ Waldburger,Orthodox,1988-04-25,16,9,0,2.02,0.51,2.39,0.4,3.03,0.46,0.4,4.8,71,75.0,170.0,4.0,Welterweight
Chase Waldon,Orthodox,1986-09-19,11,2,0,1.03,0.28,6.72,0.38,7.76,0.33,0.0,0.0,73,75.0,185.0,2.0,Middleweight
Johnny Walker,Orthodox,1992-03-30,22,9,0,4.06,0.55,3.09,0.45,0.42,0.6,0.57,0.8,78,82.0,205.0,4.0,Light Heavyweight
Brogan Walker,Switch,1988-08-02,8,5,0,1.84,0.32,3.32,0.47,1.02,0.75,0.11,0.0,64,67.0,125.0,3.0,Flyweight
Valter Walker,Orthodox,1997-12-14,15,1,0,2.0,0.52,2.85,0.42,5.74,0.69,0.0,2.5,78,78.0,244.0,0.0,Heavyweight
Julius Walker,Orthodox,1999-07-16,7,2,0,3.73,0.53,4.03,0.43,4.09,0.38,1.0,0.0,76,78.0,205.0,2.0,Light Heavyweight
Rodney Wallace,Switch,1981-11-21,26,15,1,1.13,0.46,3.44,0.45,6.0,0.54,0.28,1.0,69,72.0,205.0,3.0,Light Heavyweight
Randall Wallace,Orthodox,1989-03-01,15,6,0,1.13,0.38,4.11,0.45,2.13,0.5,0.0,0.0,71,73.0,185.0,2.0,Middleweight
James Wallace,Orthodox,1992-11-17,5,2,0,0.52,0.28,3.41,0.35,0.0,0.0,0.0,0.0,70,69.0,155.0,-1.0,Lightweight
Richard Walsh,Orthodox,1988-12-01,9,5,0,3.84,0.46,2.72,0.58,1.55,0.4,0.66,0.2,72,73.0,170.0,1.0,Welterweight
Wang Cong,Southpaw,1992-05-15,9,1,0,6.22,0.56,2.19,0.63,0.78,0.75,0.84,0.8,66,66.0,125.0,0.0,Flyweight
Joshua Wang-Kim,Switch,1992-11-16,5,2,0,2.95,0.4,4.43,0.6,1.17,1.0,0.66,0.0,69,71.0,135.0,2.0,Bantamweight
Curt Warburton,Orthodox,,13,6,0,2.13,0.42,3.44,0.43,2.35,0.5,0.83,0.9,72,73.0,155.0,1.0,Lightweight
Brennan Ward,Orthodox,1988-06-28,14,5,0,7.2,0.6,2.76,0.52,0.0,0.0,1.0,3.6,70,71.0,170.0,1.0,Welterweight
Terrion Ware,Orthodox,1986-03-31,17,9,0,4.02,0.32,6.07,0.5,0.5,0.22,0.44,0.0,68,71.0,135.0,3.0,Bantamweight
Dominic Waters,Orthodox,1989-04-11,9,5,0,0.48,0.23,2.53,0.39,4.07,0.52,0.28,0.0,73,79.0,170.0,6.0,Welterweight
Trey Waters,Orthodox,1995-02-21,9,2,0,6.39,0.44,5.83,0.55,0.4,0.33,0.85,0.8,77,77.0,170.0,0.0,Welterweight
Michelle Waterson-Gomez,Orthodox,1986-01-06,18,13,0,3.42,0.46,4.25,0.48,1.39,0.33,0.69,0.6,63,62.0,115.0,-1.0,Flyweight
Walel Watson,Orthodox,1984-07-16,14,10,0,2.1,0.29,3.79,0.43,0.0,0.0,0.61,1.4,71,75.0,135.0,4.0,Bantamweight
Tom Watson,Orthodox,1982-07-13,17,9,0,4.01,0.44,4.41,0.5,0.15,0.07,0.43,0.0,73,73.0,185.0,0.0,Middleweight
Brok Weaver,Southpaw,1991-12-05,15,6,0,4.78,0.64,4.35,0.46,0.41,0.1,0.66,0.4,72,73.0,155.0,1.0,Lightweight
Royston Wee,Orthodox,1986-11-15,4,1,0,1.1,0.6,2.45,0.49,3.38,0.81,0.0,0.0,67,67.0,135.0,0.0,Bantamweight
Darian Weeks,Orthodox,1993-11-23,5,3,0,4.49,0.51,4.56,0.51,2.0,0.3,1.0,0.0,71,72.0,170.0,1.0,Welterweight
Joshua Weems,Orthodox,1994-05-05,11,3,0,5.25,0.64,3.34,0.61,4.77,0.4,1.0,0.0,68,69.0,135.0,1.0,Bantamweight
Daniel Weichel,Orthodox,1984-11-22,39,9,0,5.71,0.42,4.05,0.61,0.84,0.5,0.83,0.0,70,70.0,145.0,0.0,Featherweight
Chris Weidman,Orthodox,1984-06-17,16,8,0,3.11,0.45,3.37,0.51,3.27,0.42,0.72,0.8,74,78.0,185.0,4.0,Middleweight
Christian Wellisch,Orthodox,1975-09-13,8,5,0,3.12,0.27,3.04,0.56,1.22,0.42,0.45,1.2,74,77.0,234.0,3.0,Heavyweight
Malcolm Wellmaker,Switch,1994-06-04,10,1,0,5.8,0.56,5.39,0.52,0.0,0.0,0.57,0.0,70,71.0,135.0,1.0,Bantamweight
Jeremiah Wells,Switch,1986-10-30,13,4,1,2.35,0.46,1.28,0.48,3.06,0.46,0.5,1.3,69,74.0,170.0,5.0,Welterweight
Fabricio Werdum,Orthodox,1977-07-30,24,9,1,3.59,0.52,2.64,0.55,1.75,0.31,0.31,1.2,76,77.0,231.0,1.0,Heavyweight
Sheldon Westcott,Southpaw,1984-08-20,10,3,1,2.26,0.4,3.73,0.37,3.23,0.37,0.14,0.0,73,71.0,170.0,-2.0,Welterweight
Coty Wheeler,Orthodox,1978-10-11,14,5,0,1.88,0.22,3.16,0.59,0.87,0.37,0.33,2.6,66,67.0,135.0,1.0,Bantamweight
